PrintISSN,EISSN,Title,Active or Inactive,Titles discontinued by Scopus due to quality issues,Source Type,Title history indication,Related title 1,Other related title 2,Other related title 3,Other related title 4,Publisher
13380044,13385674,Acta Geologica Slovaca,Active,,Journal,,,,,,Comenius University in Bratislava
18956572,18957455,Acta Geophysica,Active,,Journal,Formerly known as,Acta Geophysica Polonica,,,,Springer International Publishing AG
15733,,Acta Geophysica Sinica,Active,,Journal,,,,,,Editorial Office of Chinese Journal of Geophysics
10063021,,Acta Geoscientica Sinica,Active,,Journal,,,,,,di qiu xue bao bian ji bu
18611125,18611133,Acta Geotechnica,Active,,Journal,,,,,,Springer Verlag
18540171,,Acta Geotechnica Slovenica,Active,,Journal,,,,,,"University of Maribor, Faculty of Civil Engineering"
23364912,23364920,Acta Gymnica,Active,,Journal,Formerly known as,"Acta Universitatis Palackianae Olomucensis, Gymnica",,,,Palacky University
15792,14219662,Acta Haematologica,Active,,Journal,,,,,,S. Karger AG
15814,23007117,Acta Haematologica Polonica,Active,,Journal,,,,,,Via Medica
18279635,18279643,Acta Herpetologica,Active,,Journal,,,,,,Firenze University Press
651281,16180372,Acta Histochemica,Active,,Journal,,,,,,Elsevier GmbH
445991,13475800,Acta Histochemica et Cytochemica,Active,,Journal,,,,,,Japan Society of Histochemistry and Cytochemistry
14080419,,Acta Historiae Artis Slovenica,Active,,Journal,,,,,,"ZRC SAZU, Zalozba ZRC"
14062925,17367476,Acta Historica Tallinnensia,Active,,Journal,,,,,,Estonian Academy Publishers
13924095,23516526,Acta Historica Universitatis Klaipedensis,Active,,Journal,,,,,,Institute of Baltic Region History and Archaeology of Klaipeda University
13180185,,Acta Histriae,Active,,Journal,,,,,,"The Historical Society of Southern Primorska of Koper, Institute IRRIS for Research, Development and Strategies of Society, Culture and Environment"
5677572,,Acta Horticulturae,Active,,Book Series,,,,,,International Society for Horticultural Science
0513353X,,Acta Horticulturae Sinica,Active,,Journal,,,,,,Editorial Office of Horticultural Plant Journal
10003207,,Acta Hydrobiologica Sinica,Active,,Journal,,,,,,"Institute of Hydrobiology, Chinese Academy of Sciences"
,26444690,Acta Hydrologica Slovaca,Active,,Journal,,,,,,"Slovak Academy of Sciences, Institute of Hydrology"
3523551,15810267,Acta Hydrotechnica,Active,,Journal,,,,,,"University of Ljubljana, Faculty of Civil and Geodetic Engineering"
1371592,17341515,Acta Ichthyologica et Piscatoria,Active,,Journal,,,,,,Pensoft Publishers
0237028X,2221870X,Acta IMEKO,Active,,Journal,,,,,,International Measurement Confederation (IMEKO)
15903,14320525,Acta Informatica,Active,,Journal,,,,,,Springer New York
3538109,19865988,Acta Informatica Medica,Active,,Journal,,,,,,Avicena Publishing
,18054951,Acta Informatica Pragensia,Active,,Journal,,,,,,Prague University of Economics and Business
,23005599,Acta Innovations,Active,,Journal,,,,,,Research and Innovation Centre Pro-Akademia
15207412,,Acta Koreana,Active,,Journal,,,,,,"Keimyung University, Academia Koreana"
1026712,2179975X,Acta Limnologica Brasiliensia,Active,,Journal,,,,,,Sociedade Brasileira de Limnologia
25598201,,Acta Linguistica Academica,Active,,Journal,Formerly known as,Acta Linguistica Hungarica,,,,Akademiai Kiado ZRt.
,22323317,Acta Linguistica Asiatica,Active,,Journal,,,,,,Ljubljana University Press
3740463,,Acta Linguistica Hafniensia,Active,,Journal,,,,,,Taylor and Francis Ltd.
16484444,2669218X,Acta Linguistica Lithuanica,Active,,Journal,,,,,,Institute of the Lithuanian Language
23065737,26584069,Acta Linguistica Petropolitana,Active,,Journal,,,,,,Institute for Linguistic Studies RAS
7160909,7176848,Acta Literaria,Active,,Journal,,,,,,Universidad de Concepcion
,13395629,Acta Logistica,Active,,Journal,,,,,,"4S go, s.r.o"
26687755,26687763,Acta Marisiensis - Seria Medica,Active,,Journal,,,,,,Sciendo
13596454,,Acta Materialia,Active,,Journal,Incorporating,Acta Metallurgica et Materialia,Nanostructured Materials,,,Acta Materialia Inc
15962,,Acta Mathematica,Active,,Journal,,,,,,Springer Netherlands
2365294,15882632,Acta Mathematica Hungarica,Active,,Journal,Formerly known as,Acta Mathematica Academiae Scientiarum Hungaricae,,,,Springer Netherlands
2529602,,Acta Mathematica Scientia,Active,,Journal,,,,,,Elsevier B.V.
5831431,,"Acta Mathematica Sinica, Chinese Series",Active,,Journal,,,,,,shu xue xue bao bian ji bu
14398516,14397617,"Acta Mathematica Sinica, English Series",Active,,Journal,Formerly known as,Acta Mathematica Sinica,,,,Springer Verlag
8629544,13360310,Acta Mathematica Universitatis Comenianae,Active,,Journal,,,,,,Univerzita Komenskeho
2514184,,Acta Mathematica Vietnamica,Active,,Journal,,,,,,Springer Verlag
1689673,,Acta Mathematicae Applicatae Sinica,Active,,Journal,,,,,,Springer Verlag
15970,16196937,Acta Mechanica,Active,,Journal,,,,,,Springer-Verlag Wien
18984088,,Acta Mechanica et Automatica,Active,,Journal,,,,,,Bialystok University of Technology
5677718,16143116,Acta Mechanica Sinica/Lixue Xuebao,Active,,Journal,,,,,,Springer Verlag
8949166,18602134,Acta Mechanica Solida Sinica,Active,,Journal,,,,,,Huazhong University of Science and Technology
12114286,18059694,Acta Medica,Active,,Journal,Formerly known as,Sbornik Vedeckych Praci Lekarske Fakulty Karlovy University v Hradci Kralove,,,,Charles University Faculty of Medicine in Hradec Kralove
18401848,18402879,Acta Medica Academica,Active,,Journal,,,,,,Academy of Sciences and Arts of Bosnia and Herzegovina
3241750,,Acta Medica Bulgarica,Active,,Journal,,,,,,Walter de Gruyter GmbH
13300164,,Acta Medica Croatica,Active,,Journal,Formerly known as,Acta Medica Iugoslavica,,,,Academy of Medical Sciences of Croatica
1259326,23382732,Acta Medica Indonesiana,Active,,Journal,,,,,,Indonesian Society of Internal Medicine
446025,17359694,Acta Medica Iranica,Active,,Journal,,,,,,Teheran University of Medical Sciences
13920138,20294174,Acta Medica Lituanica,Active,,Journal,,,,,,Vilnius University Press
0386300X,,Acta Medica Okayama,Active,,Journal,Formerly known as,Acta medicinae Okayama,,,,Okayama University
16071,20949278,Acta Medica Philippina,Active,,Journal,,,,,,University of the Philippines at Manila
0870399X,16460758,Acta Medica Portuguesa,Active,,Journal,,,,,,CELOM
0350364X,18403956,Acta Medica Saliniana,Active,,Journal,,,,,,University Clinical Center Tuzla
10228012,2592818X,Acta Medico-Historica Rigensia,Active,,Journal,,,,,,Riga Stradins University
10067191,,Acta Metallurgica Sinica (English Letters),Active,,Journal,Formerly known as,"Acta Metallurgica Sinica Series A, Physical Metallurgy & Materials Science","Acta Metallurgica Sinica Series B, Process Metallurgy & Miscellaneous",,,Springer International Publishing AG
13351532,13381156,Acta Metallurgica Slovaca,Active,,Journal,,,,,,SciCell s.r.o.
2048809,26033755,Acta Microbiologica Bulgarica,Active,,Journal,,,,,,Bulgarian Society for Microbiology (Union of Scientists in Bulgaria)
12178950,15882640,Acta Microbiologica et Immunologica Hungarica,Active,,Journal,Formerly known as,Acta Microbiologica Hungarica,,,,Akademiai Kiado
4389573,24594113,Acta Microbiologica Hellenica,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
7984545,,Acta Microscopica,Active,,Journal,,,,,,Interamerican Society for Electron Microscopy (CIASEM)
13351788,,Acta Montanistica Slovaca,Active,,Journal,,,,,,Technical University of Kosice
12118796,25714686,"Acta Musei Moraviae, Scientiae Geologicae",Active,,Journal,,,,,,Moravian Museum
14541513,27344487,Acta Musei Napocensis,Active,,Journal,,,,,,National Museum of History of Transylvania
16241,,Acta Musicologica,Active,,Journal,,,,,,International Musicological Society
0001625X,2353074X,Acta Mycologica,Active,,Journal,,,,,,Polish Botanical Society
11282460,25321900,Acta Myologica,Active,,Journal,Formerly known as,Acta Cardiomiologica,,,,Pacini Editore Srl
20758251,,Acta Naturae,Active,,Journal,,,,,,Acta Naturae
0567784X,2350417X,Acta Neophilologica,Active,,Journal,,,,,,University of Ljubljana Press
651400,16890035,Acta Neurobiologiae Experimentalis,Active,,Journal,Formerly known as,Acta biologiae experimentalis,,,,Nencki Institute of Experimental Biology
16268,9420940,Acta Neurochirurgica,Active,,Journal,,,,,,Springer-Verlag Wien
651419,21978395,"Acta Neurochirurgica, Supplement",Active,,Journal,,,,,,Springer-Verlag Wien
3009009,22402993,Acta Neurologica Belgica,Active,,Journal,Formerly part of,Acta neurologica et psychiatrica Belgica,,,,Springer Science and Business Media Deutschland GmbH
16314,16000404,Acta Neurologica Scandinavica,Active,,Journal,Formerly part of,Acta psychiatrica et neurologica Scandinavica,,,,Wiley-Hindawi
1028768X,,Acta Neurologica Taiwanica,Active,,Journal,,,,,,Neurological Society R.O.C (Taiwan)
16322,14320533,Acta Neuropathologica,Active,,Journal,,,,,,Springer Science and Business Media Deutschland GmbH
,20515960,Acta neuropathologica communications,Active,,Journal,,,,,,BioMed Central Ltd
9242708,16015215,Acta Neuropsychiatrica,Active,,Journal,,,,,,Cambridge University Press
17307503,,Acta Neuropsychologica,Active,,Journal,,,,,,Agencja Wydawnicza Medsportpress
9624929,14740508,Acta Numerica,Active,,Journal,,,,,,Cambridge University Press
16349,16000412,Acta Obstetricia et Gynecologica Scandinavica,Active,,Journal,,,,,,Wiley-Blackwell
0253505X,18691099,Acta Oceanologica Sinica,Active,,Journal,,,,,,Springer Verlag
16357,15023850,Acta Odontologica Scandinavica,Active,,Journal,,,,,,Medical Journals Sweden AB
1146609X,,Acta Oecologica,Active,,Journal,Formerly known as,Acta Oecologica/Oecologia Applicata,Acta Oecologica/Oecologia Generalis,"Acta Oecologica, Oecologia Plantarum",,Elsevier B.V.
16373,15882659,Acta Oeconomica,Active,,Journal,,,,,,Akademiai Kiado
1509409X,,Acta of Bioengineering and Biomechanics,Active,,Journal,,,,,,Institute of Machine Design and Operation
0284186X,1651226X,Acta Oncologica,Active,,Journal,Formerly known as,Acta Radiologica Oncology,,,,Medical Journals Sweden AB
12114413,,Acta Onomastica,Active,,Journal,,,,,,Czech Language Institute of the Academy of Sciences of the Czech Republic
1755375X,17553768,Acta Ophthalmologica,Active,,Journal,Formerly known as,Acta Ophthalmologica Scandinavica,,,,Wiley-Blackwell Publishing Ltd
16446,15882667,Acta Orientalia,Active,,Journal,,,,,,Akademiai Kiado ZRt.
16454,,Acta Ornithologica,Active,,Journal,,,,,,Polish Academy of Sciences
17453674,17453682,Acta Orthopaedica,Active,,Journal,Formerly known as,Acta Orthopaedica Scandinavica,,,,Medical Journals Sweden AB
16462,,Acta Orthopaedica Belgica,Active,,Journal,,,,,,ARSMB-KVBMG
1017995X,,Acta Orthopaedica et Traumatologica Turcica,Active,,Journal,,,,,,AVES
14137852,,Acta Ortopedica Brasileira,Active,,Journal,,,,,,Sociedade Brasileira de Ortopedia e Traumatologia
16489,16512251,Acta Oto-Laryngologica,Active,,Journal,,,,,,Informa Healthcare
0392100X,1827675X,Acta Otorhinolaryngologica Italica,Active,,Journal,Formerly known as,"Annali di laringologia, otologia, rinologia, faringologia",,,,Pacini Editore Srl
16519,19883013,Acta Otorrinolaringologica Espanola,Active,,Journal,,,,,,Sociedad Espanola de Otorrinolaringologia y Cirugia de Cabeza y Cuello
13925016,1648665X,Acta Paedagogica Vilnensia,Active,,Journal,,,,,,Vilnius University Press
8035253,16512227,"Acta Paediatrica, International Journal of Paediatrics",Active,,Journal,Formerly known as,Acta Paediatrica Scandinavica,,,,Wiley-Blackwell
16594,,Acta Palaeobotanica,Active,,Journal,,,,,,"W. Szafer Institute of Botany, Polish Academy of Sciences"
5677920,17322421,Acta Palaeontologica Polonica,Active,,Journal,,,,,,Polska Akademia Nauk
1842371X,22483802,Acta Palaeontologica Romaniae,Active,,Journal,,,,,,Romanian Society of Palaeontologists
12302821,18961851,Acta Parasitologica,Active,,Journal,Formerly known as,Acta Parasitologica Polonica,,,,Walter de Gruyter GmbH
1032100,19820194,ACTA Paulista de Enfermagem,Active,,Journal,,,,,,"Escola Paulista de Enfermagem, Universidade Federal de Sao Paulo"
1862391,,Acta Pediatrica de Mexico,Active,,Journal,,,,,,Sistema Nacional Para El Desarrollo Integral De La Familia
5643929,,Acta Pedologica Sinica,Active,,Journal,,,,,,Science China Press
14507188,,Acta Periodica Technologica,Active,,Journal,,,,,,"University of Novi Sad, Faculty of Technology"
10000569,20958927,Acta Petrologica Sinica,Active,,Journal,,,,,,Science China Press
13300075,18469558,Acta Pharmaceutica,Active,,Journal,Formerly known as,Acta Pharmaceutica Jugoslavica,,,,Croatian Pharmaceutical Society
13072080,,Acta Pharmaceutica Sciencia,Active,,Journal,Formerly known as,Acta Pharmaceutica Turcica,,,,Istanbul Medipol University
22113835,22113843,Acta Pharmaceutica Sinica B,Active,,Journal,,,,,,Chinese Academy of Medical Sciences
16714083,17457254,Acta Pharmacologica Sinica,Active,,Journal,Formerly known as,Zhongguo yao li xue bao = Acta pharmacologica Sinica,,,,Nature Publishing Group
11212179,18256562,Acta Philosophica,Active,,Journal,,,,,,Fabrizio Serra Editore Srl
1593232X,18271766,Acta Phlebologica,Active,,Journal,,,,,,Edizioni Minerva Medica S.p.A.
5874246,,Acta Physica Polonica A,Active,,Journal,,,,,,Polish Academy of Sciences
5874254,,Acta Physica Polonica B,Active,,Journal,,,,,,Jagellonian University
18992358,,"Acta Physica Polonica B, Proceedings Supplement",Active,,Journal,,,,,,Jagellonian University
1375881,18611664,Acta Physiologiae Plantarum,Active,,Journal,,,,,,Springer Nature
17481708,17481716,Acta Physiologica,Active,,Journal,Formerly known as,Skandinavisches Archiv Für Physiologie,Acta Physiologica Scandinavica,,,John Wiley and Sons Ltd
3710874,,Acta Physiologica Sinica,Active,,Journal,,,,,,Kexue Chubaneshe/Science Press
2381249,15882691,Acta Phytopathologica et Entomologica Hungarica,Active,,Journal,,,,,,Akademiai Kiado
13467565,21897042,Acta Phytotaxonomica et Geobotanica,Active,,Journal,,,,,,Japanese Society for Plant Systematics
1853082,2448735X,Acta Poetica,Active,,Journal,,,,,,Universidad Nacional Autonoma de Mexico
16810,,Acta Politica,Active,,Journal,,,,,,Palgrave Macmillan Ltd.
18041302,18038220,Acta Politologica,Active,,Journal,,,,,,"Institute of Political Studies, Charles University"
16829,,Acta Poloniae Historica,Active,,Journal,,,,,,Polska Akademia Nauk
16837,,Acta Poloniae Pharmaceutica,Active,,Journal,,,,,,Polish Pharmaceutical Society
10003304,,Acta Polymerica Sinica,Active,,Journal,,,,,,Science China Press
12102709,18052363,Acta Polytechnica,Active,,Journal,,,,,,Czech Technical University in Prague
17858860,,Acta Polytechnica Hungarica,Active,,Journal,,,,,,Obuda University
10045759,,Acta Prataculturae Sinica,Active,,Journal,,,,,,Editorial Department of Acta Prataculturae Sinica
651583,16890027,Acta Protozoologica,Active,,Journal,,,,,,Jagiellonian University Press
0001690X,16000447,Acta Psychiatrica Scandinavica,Active,,Journal,Formerly part of,Acta psychiatrica et neurologica Scandinavica,,,,Wiley-Blackwell Publishing Ltd
16918,18736297,Acta Psychologica,Active,,Journal,,,,,,Elsevier B.V.
0439755X,,Acta Psychologica Sinica,Active,,Journal,,,,,,Science China Press
2841851,16000455,Acta Radiologica,Active,,Journal,Formerly known as,Acta Radiologica - Series Diagnosis,,,,SAGE Publications Ltd
0303464X,,Acta Reumatologica Portuguesa,Active,,Journal,,,,,,Sociedade Portuguesa de Reumatologia
15174492,21787727,Acta Scientiae,Active,,Journal,,,,,,Lutheran University of Brazil
16780345,16799216,Acta Scientiae Veterinariae,Active,,Journal,,,,,,Universidade Federal do Rio Grande do Sul
16799275,18078621,Acta Scientiarum - Agronomy,Active,,Journal,Formerly part of,Acta Scientiarum - Biological and Health Sciences,,,,Universidade Estadual de Maringa
18062636,18078672,Acta Scientiarum - Animal Sciences,Active,,Journal,Formerly part of,Acta Scientiarum - Biological and Health Sciences,,,,Universidade Estadual de Maringa
16799283,1807863X,Acta Scientiarum - Biological Sciences,Active,,Journal,Formerly part of,Acta Scientiarum - Biological and Health Sciences,,,,Universidade Estadual de Maringa
21785198,21785201,Acta Scientiarum - Education,Active,,Journal,,,,,,Universidade Estadual de Maringa
16799291,18078648,Acta Scientiarum - Health Sciences,Active,,Journal,Formerly part of,Acta Scientiarum - Biological and Health Sciences,,,,Universidade Estadual de Maringa
18062563,18078664,Acta Scientiarum - Technology,Active,,Journal,,,,,,Universidade Estadual de Maringa
19834675,19834683,Acta Scientiarum Language and Culture,Active,,Journal,,,,,,Universidade Estadual de Maringa
16969,,Acta Scientiarum Mathematicarum,Active,,Journal,,,,,,Springer International Publishing AG
16440749,24500771,"Acta Scientiarum Polonorum, Administratio Locorum",Active,,Journal,,,,,,Publisher of the University of Warmia and Mazury in Olsztyn
