PrintISSN,EISSN,Title,Active or Inactive,Titles discontinued by Scopus due to quality issues,Source Type,Title history indication,Related title 1,Other related title 2,Other related title 3,Other related title 4,Publisher
19387741,1938775X,Journal of Transportation Security,Active,,Journal,,,,,,Springer New York
21630755,21630763,Journal of Trauma and Acute Care Surgery,Active,,Journal,Formerly known as,Journal of Trauma,,,,Lippincott Williams and Wilkins
15299732,15299740,Journal of Trauma and Dissociation,Active,,Journal,,,,,,Routledge
10787496,19323883,Journal of trauma nursing : the official journal of the Society of Trauma Nurses,Active,,Journal,,,,,,Lippincott Williams and Wilkins Ltd.
8949867,15736598,Journal of Traumatic Stress,Active,,Journal,,,,,,Wiley-Blackwell
10548408,15407306,Journal of Travel and Tourism Marketing,Active,,Journal,,,,,,Routledge
11951982,17088305,Journal of Travel Medicine,Active,,Journal,,,,,,Oxford University Press
472875,15526763,Journal of Travel Research,Active,,Journal,,,,,,SAGE Publications Ltd
7424787,15288897,Journal of Tribology,Active,,Journal,Formerly known as,Journal of Lubrication Technology,,,,American Society of Mechanical Engineers (ASME)
0971636X,9735399,Journal of Tropical Agriculture,Active,,Journal,,,,,,Kerala Agricultural University
25409573,25409581,Journal of Tropical Biodiversity and Biotechnology,Active,,Journal,,,,,,"Universitas Gadjah Mada, Faculty of Biology"
2664674,14697831,Journal of Tropical Ecology,Active,,Journal,,,,,,Cambridge University Press
1281283,,Journal of Tropical Forest Science,Active,,Journal,,,,,,Forest Research Institute Malaysia
20875517,25274376,Journal of Tropical Life Science,Active,,Journal,,,,,,Brawijaya University
16879686,16879694,Journal of Tropical Medicine,Active,,Journal,,,,,,Hindawi Limited
10068775,10044965,Journal of Tropical Meteorology,Active,,Journal,,,,,,Journal of Tropical Meteorology Editorial Office
3010406,19808178,Journal of Tropical Pathology,Active,,Journal,,,,,,Brazilian Society of Parasitology
1426338,14653664,Journal of Tropical Pediatrics,Active,,Journal,Formerly known as,Journal of Tropical Pediatrics and Environmental Child Health,,,,Oxford University Press
14117525,24610399,Journal of Tropical Plant Pests and Diseases,Active,,Journal,,,,,,University of Lampung Faculty of Agriculture
21515581,2151559X,Journal of Trust Research,Active,,Journal,,,,,,Routledge
0889504X,15288900,Journal of Turbomachinery,Active,,Journal,Formerly included in,Journal of Engineering for Gas Turbines and Power,,,,The American Society of Mechanical Engineers(ASME)
,14685248,Journal of Turbulence,Active,,Journal,,,,,,Taylor and Francis Ltd.
13046020,,Journal of Turkish Science Education,Active,,Journal,,,,,,Ekip Buro Makineleri A.S.
13010336,21475903,Journal of Turkish Spinal Surgery,Active,,Journal,,,,,,Galenos Publishing House
24236845,24236837,Journal of Ultrafine Grained and Nanostructured Materials,Active,,Journal,,,,,,University of Tehran
20848404,2451070X,Journal of Ultrasonography,Active,,Journal,,,,,,Walter de Gruyter
19713495,,Journal of Ultrasound,Active,,Journal,,,,,,Springer International Publishing AG
2784297,15509613,Journal of Ultrasound in Medicine,Active,,Journal,,,,,,John Wiley and Sons Ltd
17528909,17528917,Journal of Uncertain Systems,Active,,Journal,,,,,,World Scientific
25743465,25743481,Journal of Underrepresented and Minority Progress,Active,,Journal,,,,,,TMMOB Chamber of Ship Machinery Management Engineers
0948695X,9486968,Journal of Universal Computer Science,Active,,Journal,,,,,,Technische Universitat Graz from Austria
22217827,23105542,Journal of University Medical and Dental College,Active,,Journal,,,,,,University of Faisalabad
2532778,,Journal of University of Science and Technology of China,Active,,Journal,,,,,,China University of Science and Technology
14499789,,Journal of University Teaching and Learning Practice,Active,,Journal,,,,,,University of Wollongong
0387821X,,Journal of UOEH,Active,,Journal,,,,,,University of Occupational and Environmental Health
7352166,14679906,Journal of Urban Affairs,Active,,Journal,,,,,,Taylor and Francis Ltd.
19823932,,Journal of Urban and Environmental Engineering,Active,,Journal,,,,,,Universidade Federal da Paraiba
20674082,20689969,Journal of Urban and Regional Analysis,Active,,Journal,,,,,,Bucharest University Press
20509790,20509804,Journal of Urban Cultural Studies,Active,,Journal,,,,,,Intellect Ltd.
22288279,24081213,Journal of Urban Culture Research,Active,,Journal,,,,,,"Chulalongkorn University, Faculty of Fine and Applied Arts"
13574809,14699664,Journal of Urban Design,Active,,Journal,,,,,,Routledge
,20585543,Journal of Urban Ecology,Active,,Journal,,,,,,Oxford University Press
941190,10959068,Journal of Urban Economics,Active,,Journal,,,,,,Academic Press Inc.
10993460,14682869,Journal of Urban Health,Active,,Journal,Formerly known as,Bulletin of the New York Academy of Medicine,,,,Springer Science and Business Media Deutschland GmbH
961442,15526771,Journal of Urban History,Active,,Journal,,,,,,SAGE Publications Inc.
22265856,25890360,Journal of Urban Management,Active,,Journal,,,,,,Elsevier B.V.
,21512612,Journal of Urban Mathematics Education,Active,,Journal,,,,,,Texas A and M University
17529638,17529646,Journal of Urban Regeneration and Renewal,Active,,Journal,,,,,,Henry Stewart Publications
10630732,14661853,Journal of Urban Technology,Active,,Journal,,,,,,Routledge
17549175,17549183,Journal of Urbanism,Active,,Journal,,,,,,Taylor and Francis Ltd.
225347,15273792,Journal of Urology,Active,,Journal,Incorporating,Investigative Urology,Urological survey,,,Elsevier Inc.
13567667,14791870,Journal of Vacation Marketing,Active,,Journal,,,,,,SAGE Publications Ltd
7342101,,"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",Active,,Journal,Formerly part of,Journal of Vacuum Science and Technology,,,,AVS Science and Technology Society
21662746,21662754,Journal of Vacuum Science and Technology B,Active,,Journal,Formerly known as,Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures,,,,AVS Science and Technology Society
10796630,21507090,Journal of Validation Technology,Active,,Journal,,,,,,Institute of Validation Technology
225363,15730492,Journal of Value Inquiry,Active,,Journal,,,,,,Springer Netherlands
11297298,17246032,Journal of Vascular Access,Active,,Journal,,,,,,Wichtig Publishing Srl
10510443,15357732,Journal of Vascular and Interventional Radiology,Active,,Journal,,,,,,Elsevier Inc.
10620303,15326578,Journal of Vascular Nursing,Active,,Journal,,,,,,Elsevier Inc.
10181172,14230135,Journal of Vascular Research,Active,,Journal,Incorporating,Blood Vessels,International Journal of Microcirculation-Clinical and Experimental,,,S. Karger AG
7415214,10976809,Journal of Vascular Surgery,Active,,Journal,,,,,,Elsevier Inc.
,24684287,"Journal of Vascular Surgery Cases, Innovations and Techniques",Active,,Journal,Formerly known as,Journal of Vascular Surgery Cases,,,,Society for Vascular Surgery
2213333X,22133348,Journal of Vascular Surgery: Venous and Lymphatic Disorders,Active,,Journal,,,,,,Elsevier Inc.
9729062,,Journal of Vector Borne Diseases,Active,,Journal,Formerly known as,Indian Journal of Malariology,,,,Wolters Kluwer Medknow Publications
10811710,19487134,Journal of Vector Ecology,Active,,Journal,,,,,,BioOne
11009233,,Journal of Vegetation Science,Active,,Journal,,,,,,Wiley-Blackwell
,16789199,Journal of Venomous Animals and Toxins Including Tropical Diseases,Active,,Journal,Formerly known as,Journal of Venomous Animals and Toxins,,,,Centro de Estudos de Venenos e Animais Peconhentos
23772158,23772166,"Journal of Verification, Validation and Uncertainty Quantification",Active,,Journal,,,,,,The American Society of Mechanical Engineers(ASME)
,26947684,Journal of Vertebrate Biology,Active,,Journal,Formerly known as,Folia Zoologica,,,,Institute of Vertebrate Biology Czech Academy of Sciences
2724634,19372809,Journal of Vertebrate Paleontology,Active,,Journal,,,,,,Taylor and Francis Ltd.
9574271,18786464,Journal of Vestibular Research: Equilibrium and Orientation,Active,,Journal,,,,,,IOS Press BV
15587878,,Journal of Veterinary Behavior,Active,,Journal,,,,,,Elsevier Inc.
17602734,18750834,Journal of Veterinary Cardiology,Active,,Journal,,,,,,Elsevier B.V.
1598298X,,Journal of Veterinary Clinics,Active,,Journal,,,,,,Korean Society of Veterinary Clinics
8987564,24704083,Journal of Veterinary Dentistry,Active,,Journal,,,,,,SAGE Publications Inc.
10406387,19434936,Journal of Veterinary Diagnostic Investigation,Active,,Journal,,,,,,SAGE Publications Inc.
14793261,14764431,Journal of Veterinary Emergency and Critical Care,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
8916640,19391676,Journal of Veterinary Internal Medicine,Active,,Journal,,,,,,Wiley-Blackwell
0748321X,,Journal of Veterinary Medical Education,Active,,Journal,,,,,,University of Toronto Press
9167250,13477439,Journal of Veterinary Medical Science,Active,,Journal,Formerly known as,Nippon juigaku zasshi. The Japanese journal of veterinary science,,,,Japanese Society of Veterinary Science
3402096,14390264,Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia,Active,,Journal,Formerly known as,"Zentralblatt fur Veterinarmedizin. Reihe C: Anatomie, Histologie, Embryologie",,,,Wiley-Blackwell Publishing Ltd
9711031,,Journal of Veterinary Parasitology,Active,,Journal,,,,,,Indian Association for the Advancement of Veterinary Parasitology
1407783,13652885,Journal of Veterinary Pharmacology and Therapeutics,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
20082525,22516190,Journal of Veterinary Research,Active,,Journal,,,,,,"Danishgah-i Tihran, danishkadah-i dampizishki"
24507393,24508608,Journal of Veterinary Research (Poland),Active,,Journal,Formerly known as,Bulletin of the Veterinary Institute in Pulawy,,,,De Gruyter Open Ltd.
1229845X,1976555X,Journal of Veterinary Science,Active,,Journal,,,,,,Korean Society of Veterinary Science
10489002,15288927,Journal of Vibration and Acoustics,Active,,Journal,Formerly known as,"Journal of Vibration, Acoustics, Stress, and Reliability in Design",,,,The American Society of Mechanical Engineers(ASME)
25233920,25233939,Journal of Vibration Engineering and Technologies,Active,,Journal,Formerly known as,Advances in Vibration Engineering,,,,Springer International Publishing
24754811,2475482X,Journal of Vibration Testing and System Dynamics,Active,,Journal,,,,,,"L and H Scientific Publishing, LLC"
13928716,,Journal of Vibroengineering,Active,,Journal,,,,,,EXTRICA
13555502,17500133,Journal of Victorian Culture,Active,,Journal,,,,,,Oxford University Press
1559372X,15593738,Journal of Vietnamese Studies,Active,,Journal,,,,,,University of California Press
10835601,15480585,Journal of Vinyl and Additive Technology,Active,,Journal,Formerly known as,Journal of Vinyl Technology,,,,John Wiley and Sons Ltd
13520504,13652893,Journal of Viral Hepatitis,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
1660934,18790984,Journal of Virological Methods,Active,,Journal,,,,,,Elsevier B.V.
0022538X,10985514,Journal of Virology,Active,,Journal,,,,,,American Society for Microbiology
20556640,20556659,Journal of Virus Eradication,Active,,Journal,,,,,,Elsevier Ltd
18787886,,Journal of Visceral Surgery,Active,,Journal,,,,,,Elsevier Masson s.r.l.
,15347362,Journal of Vision,Active,,Journal,,,,,,Association for Research in Vision and Ophthalmology Inc.
14702029,,Journal of Visual Art Practice,Active,,Journal,,,,,,Taylor and Francis Ltd.
10473203,10959076,Journal of Visual Communication and Image Representation,Active,,Journal,,,,,,Academic Press Inc.
17453054,17453062,Journal of Visual Communication in Medicine,Active,,Journal,Formerly known as,Journal of Audiovisual Media in Medicine,,,,Informa Healthcare
14704129,17412994,Journal of Visual Culture,Active,,Journal,,,,,,SAGE Publications Ltd
0145482X,15591476,Journal of Visual Impairment and Blindness,Active,,Journal,Formerly known as,New Outlook for the Blind,,,,AFB Press
1051144X,23796529,Journal of Visual Literacy,Active,,Journal,,,,,,Taylor and Francis Ltd.
13438875,13866478,Journal of Visualization,Active,,Journal,,,,,,Springer Heidelberg
1940087X,,Journal of Visualized Experiments,Active,,Journal,,,,,,Journal of Visualized Experiments
22212965,,Journal of Visualized Surgery,Active,,Journal,,,,,,AME Publishing Company
24741264,24741272,Journal of VitreoRetinal Diseases,Active,,Journal,,,,,,SAGE Publications Inc.
18791,10959084,Journal of Vocational Behavior,Active,,Journal,,,,,,Academic Press Inc.
13636820,17475090,Journal of Vocational Education and Training,Active,,Journal,Formerly known as,The Vocational Aspect of Education,,,,Routledge
10522263,18786316,Journal of Vocational Rehabilitation,Active,,Journal,,,,,,IOS Press BV
8921997,18734588,Journal of Voice,Active,,Journal,,,,,,Elsevier Inc.
3770273,,Journal of Volcanology and Geothermal Research,Active,,Journal,,,,,,Elsevier B.V.
7420463,18197108,Journal of Volcanology and Seismology,Active,,Journal,Formerly known as,Volcanology and Seismology,,,,Pleiades Publishing
17526272,17526280,Journal of War and Culture Studies,Active,,Journal,,,,,,Maney Publishing
20402244,,Journal of Water and Climate Change,Active,,Journal,,,,,,IWA Publishing
,13482165,Journal of Water and Environment Technology,Active,,Journal,,,,,,Japan Society on Water Environment
24767204,24766615,Journal of Water and Environmental Nanotechnology,Active,,Journal,,,,,,Iranian Environmental Mutagen Society
14778920,,Journal of Water and Health,Active,,Journal,,,,,,IWA Publishing
14297426,20834535,Journal of Water and Land Development,Active,,Journal,,,,,,Institute for Land Reclamation and Grassland Farming
14785277,,Journal of Water Law,Active,,Journal,Formerly known as,Water Law,,,,Lawtext Publishing Ltd.
,22926062,Journal of Water Management Modeling,Active,,Journal,,,,,,Computational Hydraulics Int.
22147144,22147144,Journal of Water Process Engineering,Active,,Journal,,,,,,Elsevier Ltd
7339496,,Journal of Water Resources Planning and Management - ASCE,Active,,Journal,Formerly known as,"Journal of the Water Resources and Planning and Management Division, ASCE",,,,American Society of Civil Engineers (ASCE)
20439083,,Journal of Water Sanitation and Hygiene for Development,Active,,Journal,,,,,,IWA Publishing
0733950X,19435460,"Journal of Waterway, Port, Coastal and Ocean Engineering",Active,,Journal,Formerly known as,"Journal of the Waterway, Port, Coastal & Ocean Division, ASCE, Proc. Paper 16632",,,,American Society of Civil Engineers (ASCE)
15347524,,Journal of Wealth Management,Active,,Journal,,,,,,Portfolio Management Research
15409589,,Journal of Web Engineering,Active,,Journal,,,,,,River Publishers
19322909,19322917,Journal of Web Librarianship,Active,,Journal,,,,,,Routledge
15708268,,Journal of Web Semantics,Active,,Journal,,,,,,Elsevier B.V.
14732971,20516231,Journal of Wetland Archaeology,Active,,Journal,,,,,,Taylor and Francis Ltd.
,25883526,Journal of Wildlife and Biodiversity,Active,,Journal,,,,,,"Department of Environmental Sciences, Arak University"
903558,19433700,Journal of Wildlife Diseases,Active,,Journal,,,,,,"Wildlife Disease Association, Inc."
0022541X,19372817,Journal of Wildlife Management,Active,,Journal,,,,,,Wiley-Blackwell
13493507,1349340X,Journal of Wind Engineering,Active,,Journal,,,,,,Japan Association for Wind Engineering
1676105,,Journal of Wind Engineering and Industrial Aerodynamics,Active,,Journal,Formerly known as,Journal of Industrial Aerodynamics,,,,Elsevier B.V.
19314361,1931437X,Journal of Wine Economics,Active,,Journal,,,,,,Cambridge University Press
9571264,14699672,Journal of Wine Research,Active,,Journal,,,,,,Routledge
20935374,20935382,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",Active,,Journal,,,,,,Innovative Information Science & Technology Research Group (ISYOU)
8952841,15407322,Journal of Women and Aging,Active,,Journal,,,,,,Routledge
26379112,26379120,Journal of Women and Gender in Higher Education,Active,,Journal,Formerly known as,NASPA Journal About Women in Higher Education,,,,Taylor and Francis Inc.
10728325,,Journal of Women and Minorities in Science and Engineering,Active,,Journal,,,,,,Begell House Inc.
1554477X,,"Journal of Women, Politics and Policy",Active,,Journal,Formerly known as,Women and Politics,,,,Routledge
15409996,1931843X,Journal of Women's Health,Active,,Journal,Formerly known as,Journal of Women's Health and Gender-Based Medicine,,,,Mary Ann Liebert Inc.
10427961,15272036,Journal of Women's History,Active,,Journal,,,,,,Johns Hopkins University Press
2773813,15322319,Journal of Wood Chemistry and Technology,Active,,Journal,,,,,,Taylor and Francis Ltd.
14350211,16114663,Journal of Wood Science,Active,,Journal,Formerly included in,Mokuzai Gakkaishi/Journal of the Japan Wood Research Society,,,,Springer Japan
22052062,2205149X,Journal of Work-Applied Management,Active,,Journal,,,,,,Emerald Group Holdings Ltd.
15555240,15555259,Journal of Workplace Behavioral Health,Active,,Journal,Formerly known as,Employee Assistance Quarterly,,,,Routledge
13665626,,Journal of Workplace Learning,Active,,Journal,,,,,,Emerald Group Publishing Ltd.
10909516,,Journal of World Business,Active,,Journal,Formerly known as,Columbia Journal of World Business,,,,Elsevier Inc.
17549957,17549965,Journal of World Energy Law and Business,Active,,Journal,,,,,,Oxford University Press
10456007,15278050,Journal of World History,Active,,Journal,,,,,,University of Hawaii Press
14222213,17471796,Journal of World Intellectual Property,Active,,Journal,,,,,,John Wiley and Sons Ltd
16607112,22119000,Journal of World Investment and Trade,Active,,Journal,,,,,,Brill Academic Publishers
21698252,21698260,Journal of World Languages,Active,,Journal,,,,,,De Gruyter Mouton
24056472,24056480,Journal of World Literature,Active,,Journal,,,,,,Brill Academic Publishers
,24741795,Journal of World Philosophies,Active,,Journal,,,,,,Indiana University Press
20524900,20524919,Journal of World Popular Music,Active,,Journal,,,,,,Equinox Publishing Ltd
8927537,15737802,Journal of World Prehistory,Active,,Journal,,,,,,Springer New York
10116702,,Journal of World Trade,Active,,Journal,,,,,,Kluwer Law International
,2322455X,Journal of World's Poultry Research,Active,,Journal,,,,,,Scienceline Publication
,1076156X,Journal of World-Systems Research,Active,,Journal,,,,,,"University Library System, University of Pittsburgh"
9690700,20522916,Journal of wound care,Active,,Journal,,,,,,MA Healthcare Ltd
25860402,25860410,Journal of Wound Management and Research,Active,,Journal,,,,,,Korean Wound Management Society
10715754,15283976,"Journal of Wound, Ostomy and Continence Nursing",Active,,Journal,Formerly known as,"Journal of ET nursing : official publication, International Association for Enterostomal Therapy",,,,Lippincott Williams and Wilkins Ltd.
21633916,21633924,Journal of Wrist Surgery,Active,,Journal,,,,,,Georg Thieme Verlag
17535190,17535204,Journal of Writing in Creative Practice,Active,,Journal,,,,,,Intellect Ltd.
20301006,22943307,Journal of Writing Research,Active,,Journal,,,,,,University of Antwerp
12136972,12136964,Journal of WSCG,Active,,Journal,,,,,,Vaclav Skala Union Agency
,20394705,Journal of Xenobiotics,Active,,Journal,,,,,,Page Press Publications
16718259,,Journal of Xi'an Jiaotong University (Medical Sciences),Active,,Journal,Formerly known as,"Journal of Xi'an Medical University, Chinese Edition",,,,Xi'an Medical University
,25199390,Journal of Xiangya Medicine,Active,,Journal,,,,,,AME Publishing Company
10047239,,Journal of Xinxiang Medical University,Active,,Journal,,,,,,Editorial Team of Journal of Xinxiang Medical University
8953996,10959114,Journal of X-Ray Science and Technology,Active,,Journal,,,,,,IOS Press BV
472891,15736601,Journal of Youth and Adolescence,Active,,Journal,,,,,,Springer New York
17410819,24055093,Journal of Youth and Theology,Active,,Journal,,,,,,Brill Academic Publishers
23254009,23254017,Journal of Youth Development,Active,,Journal,,,,,,"University Library System, University of Pittsburgh"
13676261,14699680,Journal of Youth Studies,Active,,Journal,,,,,,Routledge
10089292,,Journal of Zhejiang University (Medical Sciences),Active,,Journal,,,,,,Zhejiang University
10089497,,"Journal of Zhejiang University, Science Edition",Active,,Journal,,,,,,Zhejiang da xue xue bao bian ji bu
1673565X,18621775,Journal of Zhejiang University: Science A,Active,,Journal,Formerly part of,Journal of Zhejinag University: Science,,,,Zhejiang University
16731581,,Journal of Zhejiang University: Science B,Active,,Journal,Formerly part of,Journal of Zhejinag University: Science,,,,Zhejiang University Press
10427260,,Journal of Zoo and Wildlife Medicine,Active,,Journal,,,,,,American Association of Zoo Veterinarians
,26735636,Journal of Zoological and Botanical Gardens,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
9475745,14390469,Journal of Zoological Systematics and Evolutionary Research,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
9528369,14697998,Journal of Zoology,Active,,Journal,,,,,,Wiley-Blackwell
2476535X,27172910,Journal of Zoonotic Diseases,Active,,Journal,,,,,,University of Tabriz
,22070656,Journal on Asian Linguistic Anthropology,Active,,Journal,,,,,,Global Council on Anthropological Linguistics
15564673,15564711,Journal on Computing and Cultural Heritage,Active,,Journal,,,,,,Association for Computing Machinery (ACM)
18612032,18612040,Journal on Data Semantics,Active,,Journal,,,,,,Springer International Publishing AG
23362375,18031617,Journal on Efficiency and Responsibility in Education and Science,Active,,Journal,,,,,,Czech University of Life Sciences Prague
,16175247,Journal on Ethnopolitics and Minority Issues in Europe,Active,,Journal,,,,,,European Centre for Minority Issues
20426402,,Journal on European History of Law,Active,,Journal,,,,,,STS Science Centre Ltd
20878885,24070610,Journal on Mathematics Education,Active,,Journal,,,,,,Sriwijaya University
23315024,23302488,Journal on Migration and Human Security,Active,,Journal,,,,,,SAGE Publications Inc.
17837677,17838738,Journal on Multimodal User Interfaces,Active,,Journal,,,,,,Springer Verlag
20531702,20531710,Journal on the Use of Force and International Law,Active,,Journal,,,,,,Taylor and Francis Ltd.
223727,13616463,Journal Physics D: Applied Physics,Active,,Journal,Formerly known as,British Journal of Applied Physics,,,,IOP Publishing Ltd.
18211283,24060674,Journal Women's Entrepreneurship and Education,Active,,Journal,,,,,,Institute of Economic Sciences
10002413,19930437,"Journal Wuhan University of Technology, Materials Science Edition",Active,,Journal,,,,,,Springer Verlag
9723560,,"Journal, Indian Academy of Clinical Medicine",Active,,Journal,,,,,,Indian Academy of Clinical Medicine
14648849,17413001,Journalism,Active,,Journal,,,,,,SAGE Publications Ltd
15226379,,Journalism & communication monographs,Active,,Journal,,,,,,Association for Education in Journalism and Mass Communication
10776958,21614326,Journalism and Mass Communication Educator,Active,,Journal,,,,,,SAGE Publications Ltd
10776990,2161430X,Journalism and Mass Communication Quarterly,Active,,Journal,,,,,,SAGE Publications Inc.
,26735172,Journalism and Media,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
947679,,Journalism history,Active,,Journal,,,,,,"E.W. Scripps School of Journalism, Ohio University"
17512786,17512794,Journalism Practice,Active,,Journal,,,,,,Routledge
1461670X,14699699,Journalism Studies,Active,,Journal,,,,,,Routledge
10795006,,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,Active,,Journal,Formerly part of,Journals of Gerontology,,,,Oxford University Press
10795014,17585368,Journals of Gerontology - Series B Psychological Sciences and Social Sciences,Active,,Journal,Formerly part of,Journals of Gerontology,,,,Gerontological Society of America
224928,15200469,Journals of the Atmospheric Sciences,Active,,Journal,,,,,,American Meteorological Society
9735763,,JP Journal of Heat and Mass Transfer,Active,,Journal,,,,,,Pushpa Publishing House
,25157655,JPhys Energy,Active,,Journal,,,,,,IOP Publishing Ltd.
,25157639,JPhys Materials,Active,,Journal,,,,,,IOP Publishing Ltd.
,25157647,JPhys Photonics,Active,,Journal,,,,,,IOP Publishing Ltd.
309982,,JPMA. The Journal of the Pakistan Medical Association,Active,,Journal,,,,,,Pakistan Medical Association
,23525878,JPRAS Open,Active,,Journal,,,,,,Elsevier Ltd
14703203,17528976,JRAAS - Journal of the Renin-Angiotensin-Aldosterone System,Active,,Journal,,,,,,SAGE Publications Ltd
22814310,22815694,J-Reading,Active,,Journal,,,,,,Edizioni Nuova Cultura
,26666383,JSES International,Active,,Journal,Formerly known as,JSES Open Access,,,,Elsevier B.V.
,26666391,"JSES Reviews, Reports, and Techniques",Active,,Journal,,,,,,Elsevier Inc.
,26662736,JTCVS Open,Active,,Journal,,,,,,Elsevier B.V.
,26662507,JTCVS Techniques,Active,,Journal,,,,,,Elsevier Inc.
,26663643,JTO Clinical and Research Reports,Active,,Journal,,,,,,Elsevier Inc.
225738,,Judaica Bohemiae,Active,,Journal,,,,,,Jewish Museum in Prague
22949321,25070339,Judaisme Ancien - Ancient Judaism,Active,,Journal,,,,,,Brepols Publishers
19302975,,Judgment and Decision Making,Active,,Journal,,,,,,Society for Judgment and Decision making
225800,,Judicature,Active,,Journal,,,,,,American Judicature Society
11765119,11798912,Junctures,Active,,Journal,,,,,,Otago Polytechnic
23223758,23224207,Jundishapur Journal of Chronic Disease Care,Active,,Journal,,,,,,Kowsar Medical Institute
20083645,20084161,Jundishapur Journal of Microbiology,Active,,Journal,,,,,,Brieflands
17357780,22287876,Jundishapur Journal of Natural Pharmaceutical Products,Active,,Journal,,,,,,Brieflands
19342039,19342047,Jung Journal: Culture and Psyche,Active,,Journal,Formerly known as,San Francisco Jung Institute Library Journal,,,,Taylor and Francis Ltd.
22477195,22480382,Juridical Tribune,Active,,Journal,,,,,,Bucharest University of Economic Studies
17942918,,Juridicas,Active,,Journal,,,,,,Universidad de Caldas
16923030,23897716,Juridicas CUC,Active,,Journal,,,,,,Universidad de la Costa
14126109,25802763,Juris: Jurnal Ilmiah Syariah,Active,,Journal,,,,,,Universitas Islam Negeri Mahmud Yunus Batusangkar
20403313,20403321,Jurisprudence,Active,,Journal,,,,,,Taylor and Francis Ltd.
1271962,27166058,Jurnal Ekonomi Malaysia,Active,,Journal,,,,,,Penerbit Universiti Kebangsaan Malaysia
14126834,25500090,Jurnal Hukum Novelty,Active,,Journal,,,,,,Universitas Ahmad Dahlan
14122723,27236668,Jurnal Hukum Unissula,Active,,Journal,,,,,,Islamic University of Sultan Agung Faculty of Law
14121190,24077542,Jurnal Ilmiah Islam Futura,Active,,Journal,,,,,,Universitas Islam Negeri Ar-Raniry
20855842,25280759,Jurnal Ilmiah Perikanan dan Kelautan,Active,,Journal,,,,,,Faculty of Fisheries and Marine Universitas Airlangga
23388617,24432067,Jurnal Ilmiah Peuradeun,Active,,Journal,,,,,,SCAD Independent
14104946,25027883,Jurnal Ilmu Sosial dan Ilmu Politik,Active,,Journal,,,,,,Universitas Gadjah Mada - Faculty of Social and Political Sciences
8537380,2252696X,Jurnal Ilmu Ternak dan Veteriner,Active,,Journal,,,,,,Indonesian Center for Animal Research and Development
20726732,24999865,Jurnal Infektologii,Active,,Journal,,,,,,Interregional public organization Association of infectious disease specialists of Saint-Petersburg and Leningrad region (IPO AIDSSPbR)
14104490,23549203,Jurnal Keperawatan Indonesia,Active,,Journal,,,,,,Faculty of Nursing of Universitas Indonesia
23385324,24427276,Jurnal Keperawatan Padjadjaran,Active,,Journal,,,,,,"Faculty of Nursing, University of Padjadjaran"
19076673,25799320,Jurnal Keperawatan Soedirman,Active,,Journal,,,,,,Universitas Jenderal Soedirman
24606065,25483013,Jurnal Kimia Valensi,Active,,Journal,,,,,,"State Islamic University Syarif Hidayatullah Jakarta, Faculty of Science and Technology, Department of Chemistry"
2289151X,22891528,Jurnal Komunikasi: Malaysian Journal of Communication,Active,,Journal,,,,,,Universiti Kebangsaan Malaysia Press
20870469,20892063,Jurnal Manajemen Hutan Tropika,Active,,Journal,,,,,,"Institut Pertanian Bogor, Department of Forest Management, Faculty of Forestry"
26157497,2581012X,Jurnal Medik Veteriner,Active,,Journal,,,,,,Airlangga University
18583598,25025791,Jurnal Ners,Active,,Journal,,,,,,"Faculty of Nursing, Universitas Airlangga"
23391286,20894392,Jurnal Pendidikan IPA Indonesia,Active,,Journal,,,,,,Universitas Negeri Semarang (UNNES)
23554339,24608149,Jurnal Pendidikan Islam,Active,,Journal,,,,,,Faculty of Tarbiya and Teacher Training UIN Sunan Gunung
20896247,26545713,Jurnal Pengukuran Psikologi dan Pendidikan Indonesia,Active,,Journal,,,,,,Syarif Hidayatullah State Islamic University (UIN) Jakarta
1272713,,Jurnal Pengurusan,Active,,Journal,,,,,,Penerbit Universiti Kebangsaan Malaysia
23390913,25495747,Jurnal Sylva Lestari,Active,,Journal,,,,,,University of Lampung Faculty of Agriculture
1279696,21803722,Jurnal Teknologi,Active,,Journal,,,,,,Penerbit UTM Press
,22897232,Jurnal Tribologi,Active,,Journal,,,,,,Malaysian Tribology Society (Mytribos)
226955,18277942,JUS Rivista di Scienze Giuridiche,Active,,Journal,,,,,,Vita e Pensiero
,1664848X,Jusletter IT,Active,,Journal,,,,,,Weblaw AG
24751979,24751987,Justice Evaluation Journal,Active,,Journal,,,,,,Routledge
7418825,17459109,Justice Quarterly,Active,,Journal,,,,,,Taylor and Francis Ltd.
0098261X,,Justice System Journal,Active,,Journal,,,,,,Taylor and Francis Ltd.
1617109,,Juvenile and Family Court Journal,Active,,Journal,,,,,,Wiley-Blackwell
