PrintISSN,EISSN,Title,Title History Indication,Related Title,Publisher Imprint,Publisher
22114920,22114939,International Perspectives on the Teaching and Learning of Mathematical Modelling,,,Springer Science and Business Media B.V.,Springer Nature
26622483,26622491,International Political Economy Series,,,Palgrave Macmillan Ltd.,Springer Nature
26626039,26626047,International Political Theory,,,Palgrave Macmillan Ltd.,Springer Nature
22106073,22106081,International Prisoner Transfer,,,Brill Academic Publishers,Brill
10747877,,International Research in the Business Disciplines,,,JAI Press,Elsevier
19376448,,International Review of Cell and Molecular Biology,Formerly known as,International Review of Cytology,Elsevier B.V.,Elsevier
747742,,International Review of Neurobiology,,,Elsevier Inc.,Elsevier
22116095,,International Review of Research in Developmental Disabilities,,,Elsevier B.V.,Elsevier
747750,,International Review of Research in Mental Retardation,,,Academic Press,Elsevier
23668814,23668822,International Series in Advanced Management Studies,,,Springer Nature Switzerland AG,Springer Nature
8848289,,International Series in Operations Research and Management Science,,,Springer Science + Business Media,Springer Nature
3733149,22966072,International Series of Numerical Mathematics,,,Springer Nature Switzerland AG,Springer Nature
25247301,2524731X,International Series on Public Policy,,,Palgrave Macmillan Ltd.,Springer Nature
21978735,21978743,International Society of Gynecological Endocrinology Series,,,Springer Nature,Springer Nature
9244867,,International Straits of the World,,,Brill Academic Publishers,Brill
15721922,21975884,International Studies in Entrepreneurship,,,Springer,Springer Nature
9244751,,International Studies in Human Rights,,,Brill,Brill
15734293,,International Studies in Religion and Society,,,Brill,Brill
748684,,International Studies in Sociology and Social Anthropology,,,Brill,Brill
18751148,,International Studies in the History of Rhetoric,,,Brill,Brill
15710386,,International Symposia in Economic Theory and Econometrics,,,Emerald Group Publishing Ltd.,Emerald Publishing
25201271,2520128X,International Yearbook of Soil Law and Policy,,,Springer Nature,Springer Nature
21991073,21991081,Internet of Things,,,Springer International Publishing AG,Springer Nature
15681181,,Intersections,,,Brill,Brill
22130608,,Intimate and the Public in Asian and Global Perspectives,,,Brill,Brill
18799787,18799795,Investigating Medieval Philosophy,,,Brill,Brill
3928357,,Invigilata Lucernis,,,Universita degli Studi di Bari,Universita degli Studi di Bari
15697401,,Iran Studies,,,Brill Academic Publishers,Brill
15703754,,Islam in Africa,,,Brill Academic Publishers,Brill
9292403,,Islamic History and Civilization,,,Brill,Brill
18779964,,Islamic Manuscripts and Books,,,Brill Academic Publishers,Brill
1698729,,"Islamic Philosophy, Theology and Science: Texts and Studies",,,Brill,Brill
9256733,22151680,Issues in Business Ethics,,,Springer Science and Business Media B.V.,Springer Nature
18740588,,Issues in Contemporary Chinese Thought and Culture,,,Brill,Brill
10928987,,Issues in Ecology,,,Ecological Society of America,Ecological Society of America
13507583,14651874,Issues in Environmental Science and Technology,,,Royal Society of Chemistry,Royal Society of Chemistry
22133887,,Issues in Hispanic and Lusophone Linguistics,,,John Benjamins Publishing Company,John Benjamins Publishing Company
16601890,,Issues in Infectious Diseases,,,S. Karger AG,Karger
17577179,,Issues in Toxicology,,,Royal Society of Chemistry,Royal Society of Chemistry
26352931,2635294X,Italian and Italian American Studies,,,Palgrave Macmillan Ltd.,Springer Nature
15346781,22149902,Ius Gentium,,,Springer Science and Business Media B.V.,Springer Nature
18753507,,IUTAM Bookseries,,,Springer Verlag,Springer Nature
20125763,,IWMI Working Papers,,,International Water Management Institute,International Water Management Institute
752207,,Jahrbuch der Berliner Museen,,,Gebr. Mann Verlag,Gebr. Mann Verlag
3788660,1810536X,Jahrbuch der Osterreichischen Byzantinistik,,,Austrian Academy of Sciences,Austrian Academy of Sciences
704415,,Jahrbuch des Deutschen Archaeologischen Instituts,,,Walter de Gruyter GmbH,Walter de Gruyter
16052773,,Jahrbuch des Kunsthistorischen Museums Wien,,,Philipp von Zabern,Philipp von Zabern
752541,,Jahrbuch für Antike und Christentum,,,Aschendorffsche Verlagsbuchhandlung,Aschendorffsche Verlagsbuchhandlung
1868131X,,Jahrbuch fur Europaische Ethnologie,,,Brill Academic Publishers,Brill
4495233,,Jahrbuch für Internationale Germanistik,,,Verlag Peter Lang AG,Peter Lang Publishing Group
18608248,,Jahrbuch für Regionalgeschichte,,,Franz Steiner Verlag Wiesbaden GmbH,Franz Steiner Verlag
214019,,Jahrbucher für Geschichte Osteuropas,,,Franz Steiner Verlag Stuttgart GmbH,Franz Steiner Verlag
783579,17295416,Jahreshefte des Osterreichischen Archaologischen Institutes in Wien,,,Rudolf M. Rohrer,Rudolf M. Rohrer
22102868,,Japanese Visual Culture,,,Brill Academic Publishers,Brill
3344118,,Jerusalem Studies in Arabic and Islam,,,"The Max Schloessinger Memorial Foundation, The Hebrew University of Jerusalem","The Max Schloessinger Memorial Foundation, The Hebrew University of Jerusalem"
1570078X,,Jerusalem Studies in Religion and Culture,,,Brill,Brill
,13882074,Jewish and Christian Perspectives Series,,,Brill,Brill
15707997,,Jewish Identities in a Changing World,,,Brill,Brill
22110968,22110976,Jewish Latin America,,,Brill,Brill
21928304,21928312,JIMD Reports,,,Springer Berlin,Springer Nature
12877352,21025169,Journal International de Bioethique,Incorporating,Ethique,Editions ESKA,Editions ESKA
0021910X,,Journal of Asian History,,,Harrassowitz Verlag,Harrassowitz Verlag
17544416,17544408,Journal of Chinese Economic and Foreign Trade Studies,,,Emerald Group Publishing Ltd.,Emerald Publishing
3014770,,Journal of Chromatography Library,,,Elsevier B.V.,Elsevier
18158129,18151027,Journal of the Austrian Society of Agricultural Economics,,,Austrian Society of Agricultural Economics,Austrian Society of Agricultural Economics
15407942,,Journal of the Society of Christian Ethics,Formerly known as,The annual of the Society of Christian Ethics. Society of Christian Ethics (U. S.),Society of Christian Ethics,Society of Christian Ethics
18745431,,"Kenchreai, Eastern Port of Corinth",,,Brill Academic Publishers,Brill
10139826,16629795,Key Engineering Materials,Formerly known as,"Mechanical and corrosion properties. Series A, Key engineering materials",Trans Tech Publications Ltd.,Trans Tech Publications Ltd
16624874,,Key Issues in Mental Health,Formerly known as,Bibliotheca Psychiatrica,S. Karger AG,Karger
14305372,,Kierkegaard Studies,,,Walter de Gruyter GmbH,Walter de Gruyter
21998663,21998671,Knowledge Management and Organizational Learning,,,Springer Nature,Springer Nature
18750273,,"Korea: Politics, Economy and Society",,,Brill,Brill
757535,,Laboratory Techniques in Biochemistry and Molecular Biology,,,North-Holland Publ Co,Elsevier
9250123,,Language Acquisition and Language Disorders,,,John Benjamins Publishing Company,John Benjamins Publishing Company
9215034,18757294,Language and Computers,,,Editions Rodopi B.V.,Brill
18776531,,Language Faculty and Beyond,,,John Benjamins Publishing Company,John Benjamins Publishing Company
15715361,,Language Policy(Netherlands),,,Springer Nature Switzerland AG,Springer Nature
23644109,23644117,"Language, Cognition, and Mind",,,Springer Nature Switzerland AG,Springer Nature
15700461,,Large Marine Ecosystems,,,Elsevier B.V.,Elsevier
15706893,,Late Antique Archaeology,,,Brill,Brill
18727875,,Later Medieval Europe,,,Brill,Brill
15724395,22150315,Law and Philosophy Library,,,Springer Science and Business Media B.V.,Springer Nature
0075823X,,Law in Eastern Europe,,,Brill,Brill
23521902,23521910,"Law, Governance and Technology Series",,,Springer Science and Business Media B.V.,Springer Nature
1869697X,,Learning Imaging,,,Springer Berlin,Springer Nature
16137736,18600816,Lecture Notes in Applied and Computational Mechanics,,,Springer Verlag,Springer Nature
2195271X,21952728,Lecture Notes in Bioengineering,,,Springer International Publishing AG,Springer Nature
18651348,,Lecture Notes in Business Information Processing,,,Springer Verlag,Springer Nature
23662557,23662565,Lecture Notes in Civil Engineering,,,Springer Singapore,Springer Nature
14397358,,Lecture Notes in Computational Science and Engineering,,,Springer Verlag,Springer Nature
22129413,,Lecture Notes in Computational Vision and Biomechanics,,,Springer International Publishing AG,Springer Nature
3029743,,Lecture Notes in Computer Science,,,Springer Verlag,Springer Nature
1708643,,Lecture Notes in Control and Information Sciences,,,Springer Verlag,Springer Nature
9300317,16132580,Lecture Notes in Earth Sciences,,,Springer Verlag,Springer Nature
2193858X,21938571,Lecture Notes in Earth System Sciences,,,Springer International Publishing AG,Springer Nature
758442,,Lecture Notes in Economics and Mathematical Systems,,,Springer Verlag,Springer Nature
21964963,21964971,Lecture Notes in Educational Technology,,,Springer International Publishing AG,Springer Nature
18761100,,Lecture Notes in Electrical Engineering,,,Springer Verlag,Springer Nature
21951284,21951292,Lecture Notes in Energy,,,Springer Science + Business Media,Springer Nature
18632246,18632351,Lecture Notes in Geoinformation and Cartography,,,Springer International Publishing AG,Springer Nature
,25123211,Lecture Notes in Geosystems Mathematics and Computing,,,Springer Nature,Springer Nature
21948917,21948925,Lecture Notes in Logistics,,,Springer Science and Business Media B.V.,Springer Nature
758434,,Lecture Notes in Mathematics,,,Springer Verlag,Springer Nature
21954364,,Lecture Notes in Mechanical Engineering,,,Springer Science + Business Media,Springer Nature
21965544,21965552,Lecture Notes in Mobility,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
23673370,23673389,Lecture Notes in Networks and Systems,,,Springer International Publishing AG,Springer Nature
758450,16166361,Lecture Notes in Physics,,,Springer Verlag,Springer Nature
9300325,21977186,Lecture Notes in Statistics,,,Springer International Publishing AG,Springer Nature
18678211,,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering",,,Springer Verlag,Springer Nature
23674512,23674520,Lecture Notes on Data Engineering and Communications Technologies,,,Springer International Publishing AG,Springer Nature
17930758,,"Lecture Notes Series, Institute for Mathematical Sciences",,,World Scientific Publishing Co.,World Scientific
9244883,,Legal Aspects of International Organization,,,Brill,Brill
18750923,,Legal Aspects of Sustainable Development,,,Brill,Brill
18747493,,Legal History Library,,,Brill,Brill
2213493X,,Legal Studies on Access and Benefit-sharing,,,Brill,Brill
15744493,,Leiden Series in Comparative Historiography,,,Brill,Brill
22124195,,Leiden Studies on the Frontiers of International Law,,,Brill,Brill
758744,,Leo Baeck Institute Yearbook,,,Oxford University Press,Oxford University Press
9248099,,Les Houches Summer School Proceedings,,,Elsevier B.V.,Elsevier
17205298,,Lexia,,,Universita di Torino,Universita di Torino
18760562,,Library and Information Science,Continued as,Studies in Information,Emerald Group Publishing Ltd.,Emerald Publishing
18773206,,Library of Economic History,,,Brill,Brill
13876678,22150323,Library of Ethics and Applied Philosophy,,,Springer Science and Business Media B.V.,Springer Nature
18744842,,Library of the Written Word,,,Brill,Brill
22117776,22117784,Life Course Research and Social Policies,,,Springer Science and Business Media B.V.,Springer Nature
15693112,,Linguistic Approaches to Literature,,,John Benjamins Publishing Company,John Benjamins Publishing Company
18777554,,Linguistic Biblical Studies,,,Brill Academic Publishers,Brill
14248689,,Linguistic Insights - Studies in Language and Communication,,,Oxford University Press,Oxford University Press
2106345,,Linguistica Espanola Actual,,,Arco Libros,Arco Libros
1660829,,Linguistik Aktuell,,,John Benjamins Publishing Company,John Benjamins Publishing Company
20480466,,"Literacy Research, Practice and Evaluation",,,Emerald Group Publishing Ltd.,Emerald Publishing
19385773,,Literature in the Early American Republic,,,AMS Press,AMS Press
2634601X,26346028,Literatures of the Americas,,,Palgrave Macmillan Ltd.,Springer Nature
23644613,23644621,Logic in Asia: Studia Logica Library,,,Springer Nature Switzerland AG,Springer Nature
22149120,22149139,"Logic, Argumentation and Reasoning",,,Springer Netherlands,Springer Nature
22149775,22149783,"Logic, Epistemology, and the Unity of Science",,,Springer Science and Business Media B.V.,Springer Nature
13823485,,London Oriental and African Language Library,,,John Benjamins Publishing Company,John Benjamins Publishing Company
13876317,,"London-Leiden Series on Law, Administration and Development",,,Brill Academic Publishers,Brill
3468976,,"LUNDQUA Thesis - Lund University, Department of Quarternary Geology",,,"Department of quaternary geology, University of Lund","Department of quaternary geology, University of Lund"
761508,,Lusitania Sacra,,,"Universidade Catolica Portuguesa, Centro de Estudos de Historia Religiosa","Universidade Catolica Portuguesa, Centro de Estudos de Historia Religiosa"
9230459,,Machine Intelligence and Pattern Recognition,,,Elsevier Science Inc.,Elsevier
762997,,Malacologia,,,Institute of Malacology,Institute of Malacology
763519,15451410,Mammalian Species,,,Oxford University Press,Oxford University Press
14706326,,Management Information Systems,,,MIS Research Center,MIS Research Center
7347685,,"Manuals and Reports on Engineering Practice, American Society of Civil Engineers",,,American Society of Civil Engineers,American Society of Civil Engineers
,,Marine Navigation and Safety of Sea Transportation,,,Taylor & Francis,Taylor & Francis
25247123,25247131,"Marx, Engels, and Marxisms",,,Palgrave Macmillan Ltd.,Springer Nature
26622068,26622076,Masterclass in Neuroendocrinology,,,Springer Nature,Springer Nature
23356596,2335660X,Materials and Energy,,,World Scientific Publishing Co. Pte Ltd,World Scientific
25245384,25245392,Materials Horizons: From Nature to Nanomaterials,,,Springer Nature,Springer Nature
2555476,16629752,Materials Science Forum,,,Trans Tech Publications Ltd.,Trans Tech Publications Ltd
,,"Mathematical and Statistical Methods for Actuarial Sciences and Finance, MAF 2018",,,Springer International Publishing AG,Springer Nature
21924732,21924740,Mathematical Engineering,,,Springer Science + Business Media,Springer Nature
2197666X,,Mathematics and Visualization,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
16123956,21983283,Mathematics in Industry,,,Springer Medizin,Springer Nature
765392,,Mathematics in Science and Engineering,,,Elsevier B.V.,Elsevier
1574907X,,Max Planck Commentaries on World Trade Law,,,Brill Academic Publishers,Brill
22110984,22110992,Mechanisms and Machine Science,,,Springer Netherlands,Springer Nature
3466787,,"Meddelanden fran Lunds Universitets Geografiska Institutioner, Avhandlingar",,,Lunds Universitet,Lunds Universitet
9425373,21974187,Medical Radiology,,,Springer Nature Switzerland AG,Springer Nature
15691934,,Medieval and Early Modern Iberian World,,,Brill Academic Publishers,Brill
9257683,,Medieval and Renaissance Authors and Texts,,,Brill Academic Publishers,Brill
15726991,,Medieval Franciscans,,,Brill Academic Publishers,Brill
18738176,,Medieval Law and Its Practice,,,Brill Academic Publishers,Brill
9285520,,Medieval Mediterranean,,,Brill Academic Publishers,Brill
7512708,17775892,Medievales,,,Centre de recherche de l'Universite de Paris 8,Centre de recherche de l'Universite de Paris 8
3912566,,Medioevo,,,Editrice Antenore,Editrice Antenore
27315592,27315606,Mediterranean Perspectives,,,Palgrave Macmillan Ltd.,Springer Nature
0076230X,,Melanges de la Casa de Velazquez,,,Casa de Velazquez,Casa de Velazquez
1874592X,,Membrane Protein Transport,,,Elsevier,Elsevier
9275193,,Membrane Science and Technology,,,Elsevier B.V.,Elsevier
721069,,Memoir of the Geological Society of America,,,Geological Society of America,Geological Society of America
17824168,,Memoires de la Delegation en Perse,,,Brill Academic Publishers,Brill
27313840,27313859,Memory Politics and Transitional Justice,,,Palgrave Macmillan Ltd.,Springer Nature
26346036,26346044,Mental Health in Historical Perspective,,,Palgrave Macmillan Ltd.,Springer Nature
22129405,,Metaforms,,,Brill Academic Publishers,Brill
1615149,,Metal Ions in Biological Systems,,,Marcel Dekker Inc.,Taylor & Francis
22104836,,"Metaphor in Language, Cognition Communication",,,John Benjamins Publishing Company,John Benjamins Publishing Company
19406061,1940607X,Methods in Biotechnology,,,Springer Science + Business Media,Springer Nature
0091679X,,Methods in Cell Biology,,,Elsevier Inc.,Elsevier
0076695X,,Methods in Experimental Physics,Continued as,Experimental Methods in the Physical Sciences,Academic Press,Elsevier
766895,,Methods in Geochemistry and Geophysics,,,Elsevier B.V.,Elsevier
5809517,,Methods in Microbiology,,,Academic Press,Elsevier
10672389,,Methods in Molecular Genetics,,,Academic Press,Elsevier
10439471,,Methods in Neurosciences,,,Academic Press,Elsevier
15572153,,Methods in Pharmacology and Toxicology,,,"Humana Press, Inc.",Springer Nature
766941,,Methods of Biochemical Analysis,,,John Wiley & Sons Inc.,Wiley-Blackwell
9495770,,Microform and Imaging Review,,,K.G. Saur Verlag,K.G. Saur Verlag
25150944,,Middle Kingdom Studies,,,Golden House Publications,Golden House Publications
22966056,,Milestones in Drug Therapy,,,Springer Science + Business Media,Springer Nature
768820,,Milton Studies,,,University of Pittsburgh Press,University of Pittsburgh Press
23671181,23671696,"Minerals, Metals and Materials Series",,,Springer International Publishing AG,Springer Nature
769258,,Minnesota Studies in the Philosophy of Science Series,,,University of Minnesota Press,University of Minnesota Press
769266,,Minnesota Symposia on Child Psychology Series,,,John Wiley and Sons Ltd,Wiley-Blackwell
1787896,,"Mitteilungen der Berliner Gesellschaft fur Anthropologie, Ethnologie und Urgeschichte",,,"Berliner Gesellschaft fur Anthropologie, Ethnologie und Urgeschichte","Berliner Gesellschaft fur Anthropologie, Ethnologie und Urgeschichte"
769754,,Mittellateinische Studien und Texte,,,Brill Academic Publishers,Brill
1698958,,"Mnemosyne, Supplements",,,Brill Academic Publishers,Brill
24682403,24682411,Mobile Communication in Asia,,,Springer Netherlands,Springer Nature
27313867,27313875,Mobility and Politics,,,Palgrave Macmillan Ltd.,Springer Nature
,21967334,Modeling and Optimization in Science and Technologies,,,Springer Verlag,Springer Nature
21643679,21643725,"Modeling and Simulation in Science, Engineering and Technology",,,Springer International Publishing AG,Springer Nature
20375255,,"Modeling, Simulation and Applications",,,Springer Science + Business Media,Springer Nature
18747051,,Modelling of Mechanical Systems,,,Elsevier B.V.,Elsevier
26346052,26346060,Modern and Contemporary Poetry and Poetics,,,Palgrave Macmillan Ltd.,Springer Nature
18761682,,Modern Approaches in Solid Earth Sciences,,,Springer International Publishing AG,Springer Nature
13630814,,Modern Cartography Series,,,Elsevier B.V.,Elsevier
18759386,,Modern Chinese Philosophy,,,Brill Academic Publishers,Brill
25917854,25917862,Modern Nuclear Energy Analysis Methods,,,World Scientific Publishing Co. Pte Ltd,World Scientific
16622685,,Modern Trends in Pharmacopsychiatry,Continued as,Modern trends in psychiatry,Karger,Karger
25237985,25237993,"Modernity, Memory and Identity in South-East Europe",,,Palgrave Macmillan Ltd.,Springer Nature
21684219,21684235,Molecular and Integrative Toxicology,,,Springer Science + Business Media,Springer Nature
14368269,,Molecular Sieves - Science and Technology,,,Springer Verlag,Springer Nature
22102876,,"Monies, Markets, and Finance in East Asia 1600-1900",,,Brill Academic Publishers,Brill
,26293161,Monitoring and Analysis of Manufacturing Processes in Automotive Production,,,RAM-Verlag,RAM-Verlag
16965426,,Monografies de la Societat d'Historia Natural de les Balears,,,Societat d'Historia Natural de les Balears,Societat d'Historia Natural de les Balears
15746917,,Monograph Series on Nonlinear Science and Complexity,,,Elsevier B.V.,Elsevier
770655,23922923,Monographiae Botanicae,,,Polish Botanical Society,Polish Botanical Society
770809,,Monographs in Clinical Cytology,,,S. Karger AG,Karger
770876,,Monographs in human genetics,,,S. Karger AG,Karger
14793571,,Monographs in Leadership and Management,,,Emerald Group Publishing Ltd.,Emerald Publishing
13688642,,Monographs in Supramolecular Chemistry,,,Royal Society of Chemistry,Royal Society of Chemistry
770965,16623851,Monographs in Virology,,,Karger AG,Karger
1699008,,Monographs of the Peshitta Institute Leiden,,,Brill Academic Publishers,Brill
1698850,,Monumenta Graeca et Romana,,,Brill Academic Publishers,Brill
22133208,22133216,Multilingual Education,,,Springer Science and Business Media B.V.,Springer Nature
22107010,,Multilingualism and Diversity Management,,,John Benjamins Publishing Company,John Benjamins Publishing Company
23660023,23660031,Multiple Criteria Decision Making,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
274054,,Museum Helveticum,,,Schwabe and Co. AG,Schwabe and Co. AG
15707571,,Muslim Minorities,,,Brill Academic Publishers,Brill
3614409,,NACE - International Corrosion Conference Series,,,National Association of Corrosion Engineers,National Association of Corrosion Engineers
9292470,,Nag Hammadi and Manichaean Studies,,,Brill Academic Publishers,Brill
14344904,,NanoScience and Technology,,,Springer Verlag,Springer Nature
25238027,25238035,Nanotechnology in the Life Sciences,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
18765645,,National Cultivation of Culture,,,Brill Academic Publishers,Brill
21648344,,National Health Statistics Reports,Formerly known as,Advance data,U.S. National Center for Health Statistics,U.S. National Center for Health Statistics
15518922,15518930,National Vital Statistics Reports,Formerly known as,Monthly vital statistics report,US Department of Health and Human Services,US Department of Health and Human Services
18746489,,NATO Science for Peace and Security Series A: Chemistry and Biology,,,Springer Verlag,Springer Nature
18746500,,NATO Science for Peace and Security Series B: Physics and Biophysics,,,Springer Verlag,Springer Nature
18746519,,NATO Science for Peace and Security Series C: Environmental Security,,,Springer Science + Business Media,Springer Nature
18714641,,NATO Security through Science Series A: Chemistry and Biology,,,Springer Verlag,Springer Nature
1871465X,,NATO Security through Science Series B: Physics and Biophysics,,,Springer Verlag,Springer Nature
18714668,,NATO Security through Science Series C: Environmental Security,,,Springer Verlag,Springer Nature
16197127,,Natural Computing Series,,,Springer Verlag,Springer Nature
0929127X,25118560,Natural Resource Management and Policy,,,Springer Nature Switzerland AG,Springer Nature
25220454,25220462,Navigation: Science and Technology,,,Springer Nature Switzerland AG,Springer Nature
8893365,15372642,NBER Macroeconomics Annual,,,University of Chicago Press,University of Chicago Press
1467875,,Nebraska Symposium on Motivation. Nebraska Symposium on Motivation,,,Springer New York LLC,Springer Nature
1696726,,Nederlands Kunsthistorisch Jaarboek,,,Brill Academic Publishers,Brill
1694839,,"Nederlandse, Geografische Studies",,,Royal Dutch Geographical Society,Royal Dutch Geographical Society
15735869,,Nematology Monographs and Perspectives,,,Brill Academic Publishers,Brill
16642155,,Nestlé Nutrition Institute Workshop Series,Continued as,Nestle Nutrition Workshop Series: Pediatric Program,S. Karger AG,Karger
16616677,16623878,Nestle Nutrition Workshop Series: Pediatric Program,,,S. Karger AG,Karger
1676768,15740951,Netherlands Yearbook of International Law,,,T.M.C. Asser Press,Springer Nature
283347,,Neue Rundschau,,,S. Fischer,S. Fischer
15677443,,NeuroImmune Biology,,,Elsevier B.V.,Elsevier
8932336,19406045,Neuromethods,,,"Humana Press, Inc.",Springer Nature
27309363,27309371,New Approaches to Byzantine History and Culture,,,Springer Nature Switzerland AG,Springer Nature
26346079,26346087,New Approaches to Religion and Power,,,Palgrave Macmillan Ltd.,Springer Nature
23673494,23673508,New Approaches to the Scientific Study of Religion,,,Springer Science and Business Media B.V.,Springer Nature
26913011,26345196,New Caribbean Studies,,,Palgrave Macmillan Ltd.,Springer Nature
26346095,26346109,New Comparisons in World Literature,,,Palgrave Macmillan Ltd.,Springer Nature
1677306,,New Comprehensive Biochemistry,,,Elsevier B.V.,Elsevier
20457545,20457553,New Developments in Mass Spectrometry,,,Royal Society of Chemistry,Royal Society of Chemistry
20442548,,New Developments in NMR,,,Royal Society of Chemistry,Royal Society of Chemistry
26346117,26346125,New Directions in Book History,,,Palgrave Macmillan Ltd.,Springer Nature
25220195,25220209,New Directions in East Asian History,,,Springer Nature Switzerland AG,Springer Nature
27313182,27313190,New Directions in Irish and Irish American Literature,,,Palgrave Macmillan Ltd.,Springer Nature
2039411X,20394128,New Economic Windows,,,Springer Science + Business Media,Springer Nature
21978689,21978697,New Frontiers in Translation Studies,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
13876872,22151745,New ICMI Study Series,,,Springer International Publishing AG,Springer Nature
27310329,27310337,New Security Challenges,,,Palgrave Macmillan Ltd.,Springer Nature
18760228,,New Technology Based Firms in the New Millennium,,,Emerald Group Publishing Ltd.,Emerald Publishing
778842,,"New Testament Tools, Studies and Documents",,,Brill Academic Publishers,Brill
27309266,27309274,New World Choreographies,,,Springer Nature Switzerland AG,Springer Nature
18760503,,Niels Bohr Collected Works,,,Elsevier B.V.,Elsevier
3421422,,Nietzsche-Studien,,,Walter de Gruyter GmbH,Walter de Gruyter
18777392,,Nijhoff International Trade Law Series,,,Brill,Brill
9244549,,Nijhoff Law Specials,,,Martinus Nijhoff Publishers,Brill
22109773,,Nijhoff Studies in European Union Law,,,Brill,Brill
9348913,,Nikephoros,,,Weidmannsche Buchhandlung,Weidmannsche Buchhandlung
11740043,,NIWA Biodiversity Memoirs,Formerly known as,New Zealand Oceanographic Institute Memoir,National Institute of Water and Atomspheric,National Institute of Water and Atomspheric
18678440,18678459,Nonlinear Physical Science,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
3561437,,Nordia,Continued as,Nordia Geographical Publications,Nordia Geographical Publications,Nordia Geographical Publications
12382086,,Nordia Geographical Publications,Formerly known as,Nordia,Nordia Geographical Publications,Nordia Geographical Publications
15691462,,Northern World,,,Brill Academic Publishers,Brill
9246509,,North-Holland Mathematical Library,,,North-Holland Publ Co,Elsevier
3040208,,North-Holland Mathematics Studies,,,Elsevier B.V.,Elsevier
1675931,,North-Holland Series in Applied Mathematics and Mechanics,,,North-Holland Publ Co,Elsevier
9288937,,Norwegian Petroleum Society Special Publications,,,Elsevier B.V.,Elsevier
16122909,18600824,Notes on Numerical Fluid Mechanics and Multidisciplinary Design,,,Springer Science + Business Media,Springer Nature
22117342,,Nottingham Studies on Human Rights,,,Brill Academic Publishers,Brill
1679732,,"Novum Testamentum, Supplements",,,Brill Academic Publishers,Brill
,26902052,NTP Developmental and Reproductive Toxicity Technical Report Series,,,United States National Toxicology Program,United States National Toxicology Program
,26902060,NTP Immunotoxicity Technical Report Series,,,United States National Toxicology Program,United States National Toxicology Program
,24734756,NTP Research Report Series,,,United States National Toxicology Program,United States National Toxicology Program
23788984,23788992,NTP Technical Report on the Toxicity Studies Series,,,United States National Toxicology Program,United States National Toxicology Program
23788917,23788925,NTP Technical Report on the Toxicology and Carcinogenesis Studies Series,,,United States National Toxicology Program,United States National Toxicology Program
3059804,,Nuclear Magnetic Resonance,,,Royal Society of Chemistry,Royal Society of Chemistry
2510442X,25104438,Numanities - Arts and Humanities in Progress,,,Springer Science + Business Media,Springer Nature
1698834,,Numen Book Series,,,Brill Academic Publishers,Brill
1068040,,NyS,,,Multivers Publishers ApS,Multivers Publishers ApS
22106189,22106170,Obtaining Evidence Abroad in Criminal Cases,,,Brill Academic Publishers,Brill
9072829,,"Occasional Paper of the Roskilde University, International Development Studies",,,Roskilde Universitetscenter,Roskilde Universitetscenter
783218,,Oceanography and Marine Biology: an annual review,,,Taylor and Francis Ltd.,Taylor & Francis
26258641,2625865X,One World Archaeology,,,Springer Nature Switzerland AG,Springer Nature
1387666X,,Operations Research/ Computer Science Interfaces Series,,,Springer Science + Business Media,Springer Nature
22964878,,Operator Theory: Advances and Applications,,,Springer International Publishing AG,Springer Nature
15751430,,Oralia,,,Arco Libros,Arco Libros
786179,,Organic Reactions,,,John Wiley and Sons Inc.,Wiley-Blackwell
786209,,Organic Syntheses,,,John Wiley & Sons Inc.,Wiley-Blackwell
1047773X,,Organic Synthesis: Theory and Applications,,,JAI Press,Elsevier
26621053,26621045,Organizational Behaviour in Healthcare,,,Palgrave Macmillan Ltd.,Springer Nature
20450605,20450613,Organizing for Sustainable Effectiveness,,,Emerald Group Publishing Ltd.,Emerald Publishing
3010074,,Organometallic Chemistry,,,London Chemical Society,London Chemical Society
3060713,,Organophosphorus Chemistry,,,Chemical Society,Chemical Society
10998268,,Organosulfur Chemistry,,,Academic Press,Elsevier
4746805,,Origini,,,Edizioni Quasar,Edizioni Quasar
786594,,Ornithological Monographs,,,American Ornithologists' Union,American Ornithologists' Union
13806076,,Ottoman Empire and its Heritage,,,Brill Academic Publishers,Brill
1697226,,"Oudtestamentische Studien, Old Testament Studies",,,Brill Academic Publishers,Brill
22112758,22112766,Outstanding Contributions to Logic,,,Springer International Publishing AG,Springer Nature
2657651,,Oxford Studies in Ancient Philosophy,,,Oxford University Press,Oxford University Press
5529344,,Palaeohistoria,,,Barkhuis,Barkhuis
3750299,2509839X,Palaeontographica Abteilung B: Palaeophytologie,,,Schweizerbart'sche Verlagsbuchhandlung,E. Schweizerbart'sche Verlagsbuchhandlung
8217556,,Palaeontographica Canadiana,,,Geological Association of Canada,Geological Association of Canada
3750442,,"Palaeontographica, Abteilung A: Palaozoologie - Stratigraphie",,,Schweizerbart Science Publishers,Schweizerbart Science Publishers
788562,,Palaeontologia Polonica,,,Polska Akademia Nauk,Polska Akademia Nauk
